CO.GT, NO.GT, T, RH, AH
2.4,176,25.2,28.6,0.9008
1.9,155,24.3,31.1,0.9316
1.4,108,23.6,33.8,0.9685
1.1,72,23,33.8,0.9406
0.9,65,22.2,38.4,1.0126
0.7,0,20.4,42.6,1.0083
0.5,39,20.5,42.3,1.0091
0.8,79,18.8,49,1.0505
1.3,140,18.8,49.4,1.0624
4.7,427,19.9,46.5,1.071
4.6,366,22.1,41.7,1.098
3.7,311,24,36.4,1.0706
2.8,275,30.2,22.8,0.9616
1.8,195,33.4,17.1,0.8627
1.9,144,35.1,15,0.8381
2,162,34.1,16,0.8408
2,200,35.7,13.6,0.7836
2.1,176,35.3,13.8,0.7767
2.1,203,32.3,16.7,0.7946
3.2,237,36,13.3,0.7773
4,263,35.8,13.7,0.7868
4.6,300,32.3,18.4,0.8753
3,189,29.7,25,1.0246
2.9,185,27.8,26.6,0.9748
1.9,134,26.3,27.3,0.9238
1.4,96,25.3,30,0.9508
2.1,122,24,34.9,1.0271
1.2,64,23.4,38.6,1.0968
0.6,30,23.5,38.3,1.0972
0.4,0,22,42.6,1.1146
0,23,21.6,44,1.1225
0.4,36,21.4,45.6,1.1493
0.7,58,21.1,47.1,1.1641
2.3,168,21.3,48.4,1.2119
4,306,22.9,47.9,1.3208
2.8,231,24.4,45.5,1.3721
1.6,157,27.6,38,1.3818
1.6,132,31.1,29.6,1.318
2,136,33.4,24.7,1.2516
2,127,35.7,18.9,1.0865
1.7,125,36.2,18.1,1.0724
2,138,37.1,17.7,1.094
2.2,163,36.5,18.1,1.0887
3.2,259,35.5,19.1,1.0888
3.6,236,33.7,20,1.0275
3.8,245,30.5,22.7,0.9763
4.8,344,28.7,26.2,1.0144
2.8,188,26.7,28.9,0.9981
2.6,149,25.7,31.6,1.0285
1.9,102,24.5,35.7,1.0807
1.7,99,24.3,36.3,1.0852
1,48,23.8,36.9,1.0748
0.7,36,23.7,37.3,1.076
0.5,0,22.2,40.6,1.0729
0.4,30,21.6,42.2,1.0762
0.6,56,20.3,46.8,1.1
0.7,51,20.7,45.9,1.1088
2.4,172,20.5,47.7,1.1419
4.4,316,22.4,46.6,1.247
3.1,269,24.2,48.5,1.4452
2,196,28.8,33,1.2825
2.1,206,32.8,25.2,1.2325
2.1,156,34.4,19.9,1.0647
2.1,120,36.5,16.7,1.0045
2.2,161,37.5,14.3,0.9099
1.6,114,38,15.5,1.0119
2.4,191,38.1,16.5,1.0828
3.3,236,37.3,17.3,1.084
4,287,35.9,17.7,1.0316
4.1,266,32.4,21.5,1.0303
4.2,274,30.3,25.6,1.0879
2.9,196,28.5,27.8,1.0665
2.3,144,26.9,30.5,1.0671
2.2,142,25.7,33.5,1.0918
2.1,124,24.7,36.9,1.1302
1.6,93,23.6,39.2,1.1306
1.2,71,22.2,43,1.1363
1.2,0,21.2,45.8,1.1353
0.9,56,21.3,45.9,1.1471
0.6,46,21.6,45,1.151
0.7,51,21.3,46.5,1.1608
1.3,83,21.1,46.9,1.1585
2,175,22.8,43,1.1731
1.9,148,25,38.3,1.198
2.2,167,30.9,26.9,1.1835
1.9,120,35.1,19.2,1.0664
1.5,78,36.9,17.2,1.0576
1.4,76,39.3,13.9,0.9715
1,45,40.3,12.6,0.9302
1,54,39.7,13.5,0.965
1.4,70,41.1,13.1,1.0124
1.6,87,40.1,14.9,1.0828
1.6,69,37.4,17,1.0757
2.1,95,34,19.2,1.0073
2,107,31.7,21.6,0.9959
1.9,88,29.7,24.2,0.9926
2.3,100,27.9,27.6,1.0252
2.4,125,26.8,29.9,1.0402
2.2,132,25.8,33,1.0826
1.2,57,26.3,33.1,1.1199
1.1,46,24.3,38.1,1.1398
0.8,0,24.7,36.4,1.1158
0,34,23.3,39.5,1.1176
0.6,33,21.1,45.6,1.1246
0.7,50,20.2,48.5,1.1319
0.4,39,21.3,45.5,1.1405
0.6,84,22.6,31,0.8372
0.9,93,25.7,34.8,1.1292
0.9,82,31.6,23.8,1.0842
0.8,73,36.3,16.3,0.9727
0.4,43,37.9,15,0.9728
0.3,39,39.4,13.7,0.9639
0.1,27,40.2,12.3,0.8983
0.5,46,41.3,11.9,0.9252
0.4,53,41.4,11.8,0.9282
0.3,38,40.1,13.6,0.9953
0.4,39,37.6,16.4,1.0458
0.6,49,33.9,20.3,1.0522
0.8,68,31.6,22.9,1.0469
1.2,102,29.7,24.8,1.016
1.6,123,29,27,1.063
1.2,106,27.9,30.4,1.1249
0.5,66,28,30.6,1.1396
0.3,43,26.8,32.3,1.1235
0.1,33,26.6,33,1.1338
0,0,23.7,38.6,1.1159
0.1,33,22.2,42.8,1.1317
0.3,75,21.2,46.3,1.1501
0.8,111,21.4,46.5,1.172
2.3,250,22.9,43,1.1826
3.4,313,25.2,38.6,1.2215
2.5,263,27.1,34.9,1.231
2.4,282,32.4,24.8,1.1886
2.1,226,36.8,18,1.0945
0,176,39.1,16,1.11
0,120,39.2,16.4,1.1439
0,96,40.5,14.9,1.111
0,115,41.4,13.8,1.0786
0,108,40.5,14.9,1.114
0,142,39.6,17,1.2064
0,219,37.7,19.8,1.2715
0,193,34.3,24.2,1.2857
0,128,31.7,28.1,1.2912
0,127,30.2,30.8,1.3008
0,132,29.4,33,1.3343
0,77,29.2,33.1,1.3202
0,72,27.6,36.6,1.332
0,57,27.2,36.9,1.3147
0,56,25.4,41,1.3079
0,0,25.2,41.5,1.3106
0,64,23.4,47.4,1.3475
0,52,25.1,44,1.3794
0,122,23.9,46.5,1.3637
0,314,24.8,43.2,1.3387
0,395,27,38.7,1.361
0,357,29.4,33.6,1.3526
0,308,34.8,23.4,1.2781
0,184,38.1,18.5,1.2108
0,128,38.9,18,1.2318
0,125,39.8,16,1.1444
0,135,41.7,12.5,0.9941
0,158,42.8,12.3,1.0326
0,106,41.4,14.2,1.1128
0,163,41.3,15.5,1.21
0,143,38.3,19.4,1.2851
0,96,34.7,23.3,1.2653
0,127,32.6,26.3,1.2754
0,95,30.9,29,1.275
0,104,30.1,30.2,1.2711
0,131,29,33.4,1.3149
0,92,28.3,36.8,1.3906
0,53,27.6,38.2,1.3911
0,45,25.8,43.1,1.4113
0,0,27.4,39.1,1.4072
0,19,26.3,40.9,1.3803
0,75,23.3,50.1,1.41
0,84,23.1,49.7,1.3863
0,160,24.2,46.4,1.3834
0,286,25.8,42.2,1.3774
0,212,28.1,37.3,1.3922
0,279,33.9,26.8,1.397
0,207,38,17.2,1.1227
0,140,38.9,15.9,1.0896
0,110,40.4,15,1.1125
0,67,40.1,15.2,1.1065
0,98,42,14.2,1.1517
0,97,42.7,14.4,1.2092
0,87,41.6,14.5,1.1483
4.1,124,39.6,18.8,1.3413
3.8,165,36.1,25.5,1.4949
3.4,164,33.3,29.9,1.5079
2.9,122,31.2,33.2,1.4831
3.1,134,30.1,35.8,1.5034
3.5,121,28.9,39.1,1.537
2.4,112,27.8,43.3,1.5929
1.6,62,26.9,46.1,1.608
1.3,50,26.4,47.1,1.5947
0.9,0,25.2,51.4,1.621
1,72,23.8,55.4,1.6073
0.8,48,24.9,50.6,1.5755
1.1,58,25,49.2,1.5418
4.4,306,24.7,50.9,1.5593
0,351,26.4,46.3,1.5722
0,252,28.1,42,1.5735
3.3,266,34,29.9,1.5614
2.1,159,37.3,22.9,1.4373
2.1,144,40.1,19,1.3849
2,117,42,15.8,1.2759
1.5,108,42.8,14.3,1.2003
2.1,153,44.3,13,1.183
2.3,166,44.6,12.6,1.1684
2.8,179,43.4,14.8,1.2882
3.6,225,40.6,18.2,1.368
4,261,37.1,21.3,1.3223
3.7,228,34.5,25.5,1.368
2.5,137,32.2,30.4,1.4433
2.3,116,30.4,35.4,1.5144
2.5,143,29.4,38.7,1.5581
2.7,157,28.6,38.7,1.4921
1.3,72,27.7,40.5,1.4835
0.8,42,28,39.8,1.4803
0.9,0,24.8,48.5,1.4953
0.5,34,25.6,45.8,1.4801
0.8,74,23.6,51.5,1.4852
1,75,25.1,46.5,1.4615
2.9,199,24.5,48.3,1.4593
3.8,262,26.6,42.8,1.4675
3.5,236,29,37.6,1.4866
2.4,186,34.2,28.5,1.5071
1.8,132,37.3,22.9,1.4369
2.1,140,40.1,17.5,1.2721
2.1,143,42.2,14.6,1.192
1.5,99,41.9,15.2,1.2173
1.5,107,43.1,13.8,1.1803
1.8,130,42.8,13.8,1.1681
2.1,133,41.1,16.5,1.2701
3,188,38.7,20.3,1.3743
2.8,155,35.8,24.1,1.3924
2.5,154,33.1,28.3,1.4121
1.4,95,30.1,33.9,1.4257
1.7,110,29,36.6,1.4431
1.8,116,28.5,38.4,1.468
2.4,153,27.8,39.9,1.4682
1.9,111,27,42.8,1.503
1.4,79,26.4,44.5,1.5119
0.8,0,25.8,46.6,1.5269
0.7,47,25.1,48.5,1.5266
0.8,61,24.6,52.2,1.5881
0.7,56,24.4,50.5,1.5243
1,69,25.2,49.1,1.5546
1.7,109,26.6,50.8,1.7419
1.9,111,28,46.9,1.748
2.3,150,32.7,34.5,1.6798
1.7,87,36.6,26.5,1.599
1.3,64,37.8,26.3,1.6951
1.2,47,38.3,27.1,1.797
0.8,34,35.4,32.4,1.837
0.9,37,37.3,28.8,1.8087
1.1,49,36.6,28.2,1.697
1.2,54,35.1,29.6,1.6452
1.3,70,32.3,33.4,1.59
1.4,76,29.9,37.9,1.5745
1.2,59,28.2,41.9,1.5776
0.9,44,27.2,45.9,1.6316
1.1,47,27.3,45.7,1.6308
1.5,71,27,47.1,1.6573
1.7,90,23.7,69.3,2.0042
0.9,45,23.8,63.5,1.8495
0.7,44,24.7,56.9,1.739
0.4,0,25,53.1,1.6541
0,15,24.1,59.6,1.7657
0.3,10,22.5,69.1,1.8578
0.4,19,23.4,64.4,1.835
0.4,20,24.4,57.9,1.7476
0.5,30,24.5,56.9,1.7225
0.5,24,24.9,54.8,1.7063
0.7,35,27,47.4,1.6661
0.9,48,27.6,43.7,1.5877
0.8,41,28.2,42.6,1.6062
0.8,37,29.1,40.8,1.6203
0.7,32,29.8,38.6,1.5911
0.8,43,31.5,34.5,1.5666
0.7,28,31.2,36.3,1.6217
0.8,38,30,41.3,1.7259
1.2,72,27.6,47.5,1.7266
1.6,89,28.8,41.3,1.6164
1.6,103,28.5,41.6,1.5959
1.5,77,27.7,43.4,1.5833
1.5,84,27.3,44.1,1.5751
1.5,82,26.9,45.5,1.5926
1.5,81,26.6,47.2,1.616
1.2,50,26,48,1.5882
0.8,30,26.2,45.7,1.5324
0,0,25.9,46.3,1.524
0,14,25.6,46.8,1.5111
0,51,25.3,47.6,1.5159
0,120,25.4,48.5,1.5507
0,180,26.5,46.3,1.5768
0,168,27.9,42.7,1.5754
0,111,28.8,38.9,1.5184
0,111,31.7,31.5,1.4487
0,97,33.9,26.9,1.3964
0,90,34.7,26.5,1.4408
0,87,35.4,24.8,1.4017
0,67,35.2,24.1,1.351
0,84,36.3,22.8,1.3564
0,86,35.4,23.8,1.3443
0,124,34.6,23.5,1.2691
0,144,33,28.2,1.3921
0,130,32.5,27.9,1.3373
0,122,30.5,29.9,1.2875
0,82,29.1,33.1,1.3126
0,62,28.4,35.8,1.3665
0,65,27.7,37.9,1.3842
0,52,28.3,35.5,1.3414
0,22,27.1,38.6,1.3632
0,27,25.8,40.9,1.3377
0,0,26,40.6,1.3467
0,29,24.6,43.4,1.3248
0,29,25.1,42.3,1.326
0,135,23.1,48.8,1.3638
0,181,24.7,46.8,1.4337
0,119,24.6,45.1,1.3714
0,116,26.2,38.5,1.2932
0,143,29.3,31,1.2445
0,126,31.2,26.6,1.192
0,94,31.1,26.2,1.1619
0,96,31.7,26.4,1.2153
0,90,31.7,25.6,1.179
0,93,32.6,22.5,1.0901
0,101,32.8,22.2,1.0835
0,123,32.4,22.4,1.0701
0,136,31.4,22.7,1.027
0,109,28.4,24.7,0.9404
0,124,27.7,24.2,0.882
0,82,26.1,28.3,0.9456
0,69,25.3,28.4,0.9041
0,60,25.2,27.7,0.874
0,90,24.5,28,0.8489
0,58,23.6,31.9,0.9195
0,53,22.8,34.7,0.9514
0,0,23.6,33.2,0.9577
0,45,20.5,41.2,0.9802
0,61,20.6,41.5,0.9982
0,76,20.2,42.5,0.9949
0,144,20.9,40.4,0.9884
0,221,22.4,38,1.0201
0,282,26,29.7,0.9831
0,235,31.4,18.6,0.8398
0,113,34.2,15.8,0.8371
0,93,35.4,15.3,0.8649
0,88,34.6,15.5,0.8435
0,87,33.9,16.2,0.8454
0,109,35.3,15,0.8463
0,106,36.8,13.7,0.8335
0,182,34.4,16.4,0.8761
0,0,35.3,16.8,0.9448
0,144,32.3,20.7,0.9875
0,144,29.6,26.1,1.0682
0,84,28.6,27.2,1.048
0,74,27.6,27.4,0.9926
0,80,26.3,29,0.9807
0,78,25.4,30.1,0.9602
0,50,24.7,32.1,0.9878
0,18,25.7,30.9,1.0048
0,0,25.1,32.6,1.0203
0,21,23.9,34.4,1.0079
0,62,21.4,40.3,1.0157
0,74,21.2,41.2,1.0246
0,171,21.6,40.9,1.0468
0,287,24,36.6,1.0763
0,230,26.8,29.5,1.0209
0,261,31.8,19.4,0.8936
0,178,34.4,16.6,0.8892
0,116,35.3,16.7,0.9402
0,96,36.4,16.8,1.0033
0,83,34.8,19.5,1.0667
0,120,38.6,16.1,1.0853
0,108,38.5,16.5,1.1037
0,115,37.4,18.1,1.1467
0,102,35.7,19.8,1.1399
0,118,32,24.9,1.1663
0,107,29.7,28.1,1.1544
0,129,28.5,32.1,1.2296
0,133,27.6,40.5,1.4715
0,98,26.3,45.6,1.5349
0,110,25.7,46.1,1.5025
0,62,25.1,46.3,1.4486
0,55,23.5,51.3,1.467
0,0,23.1,52.1,1.4518
0,35,23.7,51.2,1.4795
0,52,23,52.2,1.4516
0,36,23,49.9,1.3849
0,182,23,50.9,1.4105
0,297,24.4,49.3,1.4814
0,237,26.8,46.6,1.6157
0,235,32.2,32.6,1.5412
0,158,34.8,26,1.4241
0,89,36.1,24.8,1.4628
0,80,37.7,21.8,1.3977
0,93,36.9,21.8,1.3384
0,96,39.1,18.7,1.2884
0,98,39.3,18.9,1.318
0,104,38.2,21.8,1.4312
0,121,36.6,23.3,1.4042
0,116,33.3,28.7,1.4454
0,121,30.9,34.2,1.5064
0,114,29.1,38.9,1.5384
0,112,28.1,40.3,1.5086
0,81,27,41.6,1.4596
0,220,-200,-200,-200
0,81,25.7,46.8,1.523
0,43,25.1,51.1,1.6044
0,0,23.7,56.5,1.6341
0,26,23.8,55.3,1.6068
0.8,40,23.7,54.6,1.5823
1.2,72,22.6,58.8,1.5903
1,68,24,53.4,1.5748
1.5,89,25.2,51,1.6131
2.8,151,27.3,47.1,1.6807
3.4,215,32.8,33.4,1.633
3.3,196,36,28,1.6304
2.9,161,38.5,23.8,1.5944
2.2,120,39.8,20.5,1.4687
1.6,88,38.1,22,1.4402
0.9,38,40,20,1.4517
1.1,47,40.4,19.8,1.4724
1,40,39.1,20.7,1.427
1.3,58,37.3,24.3,1.5222
1.6,71,34,30.9,1.6158
1.8,90,31.8,34.5,1.5911
2.2,95,30.1,37.7,1.5799
1.8,85,28.6,42.3,1.6251
2.3,119,27.7,44.6,1.6304
2,106,26.6,47.5,1.6265
1.8,77,25.7,50.7,1.6491
0.9,28,25.1,53.9,1.689
0.5,0,24.8,58.7,1.8089
0.6,21,23.5,63.6,1.8223
0.4,17,24.3,59.4,1.7838
0.4,24,23.3,62,1.7547
0.4,19,24.1,63.1,1.8619
0.8,39,25,60.7,1.892
0.8,46,27.3,52.4,1.8707
0.9,53,32.4,37.3,1.7808
0.7,32,35.4,31.3,1.7736
0.6,30,37.4,28.2,1.7808
0.5,24,39.2,20.2,1.4104
0.6,34,38.1,18.5,1.2141
0.7,63,40.2,17.7,1.2989
0.9,69,39.7,19.1,1.3646
0.9,61,38.5,19.8,1.326
1.2,73,36.6,24.6,1.4872
1.4,75,33.1,32.7,1.62
1.5,69,30.7,38.7,1.678
1.7,71,29.5,42.7,1.7316
1.7,73,27.8,52.6,1.9398
1.7,86,27.4,55.5,1.9998
1.9,65,27.3,57.1,2.0426
1.2,74,26.7,60.1,2.067
0.7,45,26.2,61.6,2.0575
0.3,0,25.5,62.8,2.0236
0.2,2,25.5,61.8,1.9831
0.4,29,25.1,62.4,1.9602
0.8,42,24.6,62.7,1.9158
1.9,146,25.7,58.9,1.9156
0,0,27.1,54.4,1.9206
1.9,163,28.4,50.7,1.9329
1.9,144,32.7,36.9,1.7953
1.9,125,34,32.7,1.7146
1.7,90,35.6,29.2,1.6684
1.4,76,37.1,25.6,1.5868
1.2,73,36.1,26.4,1.5505
1.4,73,37.9,23.8,1.5392
1.4,80,38,22.2,1.4483
1.9,121,36.9,22.7,1.3887
2.2,129,35.5,25.7,1.4626
1.9,103,32.8,32.2,1.5779
1.7,87,30.5,38.2,1.6376
1.2,58,28.8,43.5,1.6989
0.3,64,28,46.2,1.721
0.1,58,27.1,49.4,1.7398
0.1,44,26.4,52.2,1.7708
0,28,26.2,52.3,1.7561
0,19,27.1,47.4,1.6809
0,0,28,45.2,1.6832
0,48,25.8,50.9,1.6605
0,77,27.2,47.2,1.6803
0,110,27,48.3,1.6946
0,282,25.9,51.5,1.7
0,275,27.4,48.6,1.7447
0,253,29.1,45.5,1.7998
0,211,32.8,36.9,1.803
0,176,34.7,32.1,1.741
0,153,33.7,35.1,1.8022
0,144,35.1,32.4,1.7996
0,127,35.4,30.9,1.7505
0,112,36.5,28.7,1.7256
0,0,38,24.7,1.6073
0,148,37.5,24.4,1.5515
0,140,35.5,28.9,1.6468
0,125,31.9,37.5,1.7442
0,111,30.1,45,1.8891
0,102,28.8,48.9,1.9105
0,108,28.8,48.8,1.9039
0,132,28,49,1.8237
0,104,27.5,51.5,1.8664
0,92,27.3,51.5,1.844
0,78,26.7,53.3,1.8366
0,0,25.9,55.1,1.8117
0,0,27,51.8,1.8147
0,0,26.8,50.9,1.7693
0,0,25,57,1.7792
0,0,26.2,52.8,1.7729
0,0,28.3,47.6,1.7981
0,0,29.9,42.1,1.7474
0,0,33,35.4,1.7504
0,0,35.6,30.6,1.7493
0,0,37.1,27.9,1.7309
0,0,37.9,25.7,1.6651
0,0,37.2,23.6,1.4764
0,0,39.1,21.7,1.5031
0,0,39.3,22,1.5366
0,0,38.2,23.8,1.5666
0,0,34,33.2,1.7395
0,0,25.5,58.6,1.8891
0,0,27.2,46,1.6376
0,0,27.6,45.2,1.6479
0,0,25.4,52.7,1.6867
0,0,26.1,49.4,1.6491
0,0,25,53.6,1.6721
0,0,25.4,52.9,1.698
0,0,25.4,54.4,1.7384
0,0,25.4,54.6,1.7432
0,0,24.5,57.1,1.7327
0,0,22.8,63.7,1.7392
0,0,22.6,64.1,1.7358
0,0,24.3,58,1.7429
0,0,26.5,50.4,1.7215
0,0,28.1,45.4,1.697
0,0,31.7,36.7,1.6843
0,104,35.8,28.7,1.6626
0,98,36.8,27.2,1.6623
0,66,38.3,24.5,1.622
0,60,34.2,30.8,1.6299
0,85,28.7,51.4,1.9871
0,90,23.9,69.1,2.0202
0,122,21.5,78.8,1.9939
0,117,21.6,78.5,1.994
0,115,21.5,78.4,1.9818
0,127,20.8,80.9,1.9637
0,79,20.7,81.8,1.9717
0,61,23.1,70.1,1.9582
0,67,22.7,68.4,1.8627
0,93,22.1,72.6,1.9105
0,77,21.8,74.1,1.915
0,60,21.9,72.8,1.8944
0,0,21.7,73.2,1.8763
0,45,21.4,75.5,1.9033
0.7,65,21.4,75.5,1.9069
1.2,94,21.9,74.9,1.9396
2.3,205,22,75.9,1.9817
3,240,22.5,74.9,2.019
2.9,237,24.5,66.2,2.0011
2.6,245,25.6,61.2,1.9808
2.6,206,29.3,48.4,1.9367
2.6,156,33.5,36,1.8395
2.1,126,35.6,29.8,1.7045
1.7,108,33.7,33.4,1.7186
1.9,102,34.1,33.3,1.7509
2.5,110,31.5,43.5,1.9797
1.1,57,32.5,40.6,1.9481
2.1,109,29.8,45.2,1.8642
2.6,151,27.7,49.9,1.8189
2.6,153,26.4,54.6,1.8459
1.7,103,25.5,58,1.8611
1.5,76,25.1,59.9,1.8797
1.8,93,24.1,63.5,1.8828
1.4,75,23.8,65,1.8897
1.2,57,23.4,64.9,1.843
0.7,32,24.4,58.6,1.7714
0.6,0,23.3,63.3,1.7895
0.7,42,21.9,67.1,1.7414
0.5,37,23.6,61.2,1.7588
0.6,44,22.6,63.4,1.7136
0.9,51,22.9,62.6,1.7253
1.2,74,23.3,61.8,1.7504
2,115,25.4,56.2,1.7961
1.9,109,30.6,41.9,1.8104
1.7,80,33.5,34,1.73
1.2,57,35.5,29.8,1.7004
1.1,56,37.5,24.7,1.5637
1,43,35.1,25.2,1.402
1,43,38.1,21.1,1.3863
1,51,38.5,21.8,1.4653
1.2,46,36.8,29.5,1.8037
1.6,71,34.9,33.4,1.8384
1.6,65,32.2,37.4,1.7655
1.6,78,29.7,41.7,1.7081
1.3,51,27.7,47.4,1.7344
1.9,84,27.3,49.4,1.7602
1.9,89,26.3,51.3,1.7251
1.5,65,25.7,54.1,1.7546
1.1,43,25.4,55.1,1.7628
0.8,32,24.9,57.3,1.7822
0.9,0,24.1,61.8,1.8339
0.6,22,23.9,61.2,1.7871
0.6,21,23.8,61.3,1.7881
0.7,27,23.4,61.7,1.7495
0.6,31,24.3,58.4,1.7508
1,46,25.1,56.6,1.7798
1.2,62,27.3,51.3,1.835
1,43,29.5,45.9,1.8662
1.3,53,27.6,52.4,1.9055
1.4,87,25.4,68,2.1806
0.8,36,32.2,40.3,1.8999
0.6,21,31.6,38.9,1.7838
0.7,27,33,37.3,1.8481
0.8,29,35.1,32.1,1.7841
0.9,38,35,31.1,1.7173
1,41,33.8,32.1,1.6596
1.5,66,31.1,38.8,1.7295
1.5,63,29,46.1,1.8141
1.7,88,28.1,50.6,1.8969
1.9,87,27.1,54.7,1.9284
1.7,86,26.6,56.4,1.9349
1.2,49,25.8,60.4,1.9759
1.1,40,25.5,61.6,1.9804
0.8,27,24.9,63.5,1.9647
0.5,0,24.3,65.1,1.9475
0,23,23.8,65.7,1.9079
0.7,58,23.2,68,1.9045
1.2,87,23.2,67.5,1.899
2.3,143,24.3,63.3,1.8929
2.5,96,25.5,59.7,1.9193
2.4,16,27.7,52.5,1.9138
1.4,54,31.8,38.9,1.8005
1.2,42,32.7,34.1,1.6592
1.6,72,34.3,31.5,1.6745
1.4,54,34.2,31.5,1.6675
1.2,52,33.9,32.3,1.6809
1.5,64,34.4,31.9,1.7005
1.4,70,-200,-200,-200
1.5,65,-200,-200,-200
1.7,80,-200,-200,-200
2.2,88,-200,-200,-200
1.9,81,29.8,41.7,1.7167
1.6,59,28.8,45.9,1.7884
1.5,69,28.2,51.1,1.9221
1.4,58,27.5,54.4,1.9705
1,33,27.4,55,1.9827
0.7,17,28.1,51.6,1.9269
0.5,6,26.3,56.5,1.9027
0.5,0,24.4,65,1.9612
0.5,20,24.4,63.6,1.9218
0.7,58,23.5,67.4,1.9305
1.2,106,23.4,65.7,1.872
2.2,143,24.5,61.3,1.8522
2.9,167,26,55.8,1.8536
2.6,188,28.5,48.5,1.8607
2.6,164,33.6,35.7,1.8229
2.2,128,36.5,28.9,1.7359
1.5,88,39,23.7,1.6346
0.9,51,38.8,23.7,1.6093
1,52,38,24,1.5686
1.1,59,40.5,23.3,1.7416
1.2,67,39.8,25.4,1.8213
1.8,105,39.6,23.3,1.6535
1.8,91,38.8,24.7,1.6772
1.7,69,34.7,35.9,1.9528
1.7,65,32.3,43.6,2.07
1.6,58,30.7,48.1,2.0821
1.7,67,29.5,50.6,2.0492
1.8,64,28.8,52,2.0297
1.5,65,28.2,55,2.0697
1.2,47,27.2,59.1,2.0997
0.8,29,26.7,60.7,2.0977
0.5,0,26.9,60.3,2.1074
0.5,16,26.4,61.6,2.0931
0.7,50,25.9,63.6,2.102
1.1,78,26.1,63.7,2.117
1.4,89,26.8,60.5,2.1008
1.7,97,27.9,56.5,2.0895
1.8,93,29.8,51.1,2.1054
1.8,105,33.6,41,2.0995
1.7,89,35.1,38.1,2.1144
1.3,63,36.2,34.9,2.0578
1.3,52,38,30.7,2.0022
1,48,36.6,30.8,1.8617
1,50,38.8,25.4,1.7282
1.4,80,38.7,25.8,1.7426
1.6,78,37.4,29.9,1.8848
1.4,64,36.2,31.1,1.8371
1.7,84,33.8,34.5,1.7788
1.4,72,31.4,40.7,1.8377
1.5,70,30.8,45,1.9733
1.4,59,29.4,50,2.0181
1.5,63,28.1,54.1,2.029
1.6,58,27.3,57.8,2.0646
1.2,68,26.7,60.6,2.0942
0.9,57,25.9,64.5,2.1247
0.6,0,25.6,63.5,2.0566
0,15,26.7,61,2.101
0.7,47,25.8,64.6,2.1195
0.7,39,26.5,60.6,2.063
1.7,87,26.4,61.7,2.0929
2.2,122,27.5,60.1,2.1719
1.9,122,29.4,53.1,2.1362
1.5,101,33.4,39.9,2.0177
1.6,92,33.2,39.2,1.9642
1.3,70,34.5,35.1,1.8856
1.1,58,37.1,30.5,1.8962
1,44,35.9,32.1,1.8697
1,44,37.3,28,1.7537
1.1,52,38.1,26.3,1.7252
1.3,53,37.1,27.2,1.6844
1.5,65,35.2,31.2,1.7485
1.6,67,32.1,38.7,1.819
1.5,67,30.3,45.1,1.9129
1.3,53,29.3,50.2,2.0127
1.2,53,28.6,53.7,2.0691
1.6,60,27.8,57.4,2.1107
1.4,60,27.4,59.4,2.1395
1.1,39,27.2,59.3,2.1059
0.7,22,26.7,61,2.1005
0.4,0,26,62.7,2.0737
0.5,7,25.4,63.1,2.0184
0.5,25,26.1,60.3,2.012
0.8,47,25.2,67.1,2.1164
1.6,101,26,61.9,2.0511
1.6,100,27,57.5,2.0183
1.4,79,30.5,44.4,1.9076
1.5,91,33.4,35.1,1.781
1.2,83,35.7,29,1.6716
1.1,65,35.8,27.7,1.6041
0.8,55,36.3,27.4,1.6264
0.7,40,33.6,28.8,1.4695
0.7,48,35.2,20.5,1.1418
0.7,46,35,22.4,1.2371
1,54,34,25.2,1.314
1,55,32,28.2,1.3204
1.2,60,29.4,34.4,1.3899
1.1,62,28.1,41.1,1.535
1,51,26.9,47.5,1.6595
1.2,57,26.6,50.4,1.724
1.4,72,25.9,52.9,1.7478
1.3,63,25.4,54.6,1.7483
1,49,25.1,55.7,1.7471
0.6,30,25.1,55.3,1.733
0.4,0,25,56,1.7428
0.4,18,25.2,55,1.7405
0.4,22,25.6,53.5,1.7291
0.5,39,24.7,55.9,1.7114
1.1,68,24,57.2,1.6835
1.2,84,25,53.2,1.663
0.9,54,28,43.4,1.6162
0.9,51,31.6,35.5,1.6269
1,52,35,29,1.6017
0.8,44,35.3,27.6,1.5512
0.8,47,36.2,24.1,1.4235
0.7,37,34.8,24.5,1.3373
0.7,33,38.2,19.6,1.2915
0.7,36,38.9,20.3,1.382
0.7,33,36.9,27.1,1.6683
0.9,40,35.2,32.1,1.7898
1.2,56,32,38.2,1.788
1.4,71,29.8,41.8,1.7269
1.2,57,28.2,45.9,1.7272
1,43,27.1,48.2,1.7075
0.9,40,26.7,49.5,1.7048
0.7,26,26.1,50.8,1.6917
0.5,24,25.7,52.5,1.7077
0.5,24,24.8,55.4,1.7054
0.4,0,23.8,57.5,1.6723
0,18,22.4,62.2,1.6648
0.4,18,22.5,61.8,1.6654
0.4,19,22.7,59.2,1.6139
0.5,22,23,58.4,1.6223
0.7,34,23.9,56.3,1.6489
1.1,61,26.3,50.1,1.6889
1,46,32.1,34,1.6039
1.2,56,35.8,25.7,1.4861
1.1,31,38.3,19.8,1.3067
0.6,11,37.3,20.5,1.286
0.4,8,36.3,18.4,1.0976
0.4,14,36.8,16.9,1.0347
0.5,21,37.9,15.9,1.0296
0.6,26,36.7,17.1,1.0398
0.8,37,33.8,21.9,1.1303
